# 1.Supply reference no.| 2.Node| 3.Product| 4.Bid| 5.Capacity| 6. Period | 7. Supplier ID| 8. Contract ID
S00479|NMAD|MW|153.90300000000002|100|Z037|S1|H11
S00480|NMAD|MW|164.70000000000002|100|Z037|S1|H12
S00481|NMAD|MW|175.863|100|Z037|S1|H13
S00482|NMAD|MW|66.063|1900|Z038|S1|H01
S00483|NMAD|MW|73.2|100|Z038|S1|H02
S00484|NMAD|MW|80.703|100|Z038|S1|H03
S00485|NMAD|MW|88.572|100|Z038|S1|H04
S00486|NMAD|MW|96.807|100|Z038|S1|H05
S00487|NMAD|MW|105.408|100|Z038|S1|H06
S00488|NMAD|MW|114.375|100|Z038|S1|H07
S00489|NMAD|MW|123.70800000000001|100|Z038|S1|H08
S00490|NMAD|MW|133.407|100|Z038|S1|H09
S00491|NMAD|MW|143.472|100|Z038|S1|H10
S00492|NMAD|MW|153.90300000000002|100|Z038|S1|H11
S00493|NMAD|MW|164.70000000000002|100|Z038|S1|H12
S00494|NMAD|MW|175.863|100|Z038|S1|H13
S00495|NMAD|MW|66.063|1900|Z039|S1|H01
S00496|NMAD|MW|73.2|100|Z039|S1|H02
S00497|NMAD|MW|80.703|100|Z039|S1|H03
S00498|NMAD|MW|88.572|100|Z039|S1|H04
S00499|NMAD|MW|96.807|100|Z039|S1|H05
S00500|NMAD|MW|105.408|100|Z039|S1|H06
S00501|NMAD|MW|114.375|100|Z039|S1|H07
S00502|NMAD|MW|123.70800000000001|100|Z039|S1|H08
S00503|NMAD|MW|133.407|100|Z039|S1|H09
S00504|NMAD|MW|143.472|100|Z039|S1|H10
S00505|NMAD|MW|153.90300000000002|100|Z039|S1|H11
S00506|NMAD|MW|164.70000000000002|100|Z039|S1|H12
S00507|NMAD|MW|175.863|100|Z039|S1|H13
S00508|NMAD|MW|66.063|1900|Z040|S1|H01
S00509|NMAD|MW|73.2|100|Z040|S1|H02
S00510|NMAD|MW|80.703|100|Z040|S1|H03
S00511|NMAD|MW|88.572|100|Z040|S1|H04
S00512|NMAD|MW|96.807|100|Z040|S1|H05
S00513|NMAD|MW|105.408|100|Z040|S1|H06
S00514|NMAD|MW|114.375|100|Z040|S1|H07
S00515|NMAD|MW|123.70800000000001|100|Z040|S1|H08
S00516|NMAD|MW|133.407|100|Z040|S1|H09
S00517|NMAD|MW|143.472|100|Z040|S1|H10
S00518|NMAD|MW|153.90300000000002|100|Z040|S1|H11
S00519|NMAD|MW|164.70000000000002|100|Z040|S1|H12
S00520|NMAD|MW|175.863|100|Z040|S1|H13
S00521|NMAD|MW|66.063|1900|Z041|S1|H01
S00522|NMAD|MW|73.2|100|Z041|S1|H02
S00523|NMAD|MW|80.703|100|Z041|S1|H03
S00524|NMAD|MW|88.572|100|Z041|S1|H04
S00525|NMAD|MW|96.807|100|Z041|S1|H05
S00526|NMAD|MW|105.408|100|Z041|S1|H06
S00527|NMAD|MW|114.375|100|Z041|S1|H07
S00528|NMAD|MW|123.70800000000001|100|Z041|S1|H08
S00529|NMAD|MW|133.407|100|Z041|S1|H09
S00530|NMAD|MW|143.472|100|Z041|S1|H10
S00531|NMAD|MW|153.90300000000002|100|Z041|S1|H11
S00532|NMAD|MW|164.70000000000002|100|Z041|S1|H12
S00533|NMAD|MW|175.863|100|Z041|S1|H13
S00534|NMAD|MW|66.063|1900|Z042|S1|H01
S00535|NMAD|MW|73.2|100|Z042|S1|H02
S00536|NMAD|MW|80.703|100|Z042|S1|H03
S00537|NMAD|MW|88.572|100|Z042|S1|H04
S00538|NMAD|MW|96.807|100|Z042|S1|H05
S00539|NMAD|MW|105.408|100|Z042|S1|H06
S00540|NMAD|MW|114.375|100|Z042|S1|H07
S00541|NMAD|MW|123.70800000000001|100|Z042|S1|H08
S00542|NMAD|MW|133.407|100|Z042|S1|H09
S00543|NMAD|MW|143.472|100|Z042|S1|H10
S00544|NMAD|MW|153.90300000000002|100|Z042|S1|H11
S00545|NMAD|MW|164.70000000000002|100|Z042|S1|H12
S00546|NMAD|MW|175.863|100|Z042|S1|H13
S00547|NMAD|MW|66.063|1900|Z043|S1|H01
S00548|NMAD|MW|73.2|100|Z043|S1|H02
S00549|NMAD|MW|80.703|100|Z043|S1|H03
S00550|NMAD|MW|88.572|100|Z043|S1|H04
S00551|NMAD|MW|96.807|100|Z043|S1|H05
S00552|NMAD|MW|105.408|100|Z043|S1|H06
S00553|NMAD|MW|114.375|100|Z043|S1|H07
S00554|NMAD|MW|123.70800000000001|100|Z043|S1|H08
S00555|NMAD|MW|133.407|100|Z043|S1|H09
S00556|NMAD|MW|143.472|100|Z043|S1|H10
S00557|NMAD|MW|153.90300000000002|100|Z043|S1|H11
S00558|NMAD|MW|164.70000000000002|100|Z043|S1|H12
S00559|NMAD|MW|175.863|100|Z043|S1|H13
S00560|NMAD|MW|66.063|1900|Z044|S1|H01
S00561|NMAD|MW|73.2|100|Z044|S1|H02
S00562|NMAD|MW|80.703|100|Z044|S1|H03
S00563|NMAD|MW|88.572|100|Z044|S1|H04
S00564|NMAD|MW|96.807|100|Z044|S1|H05
S00565|NMAD|MW|105.408|100|Z044|S1|H06
S00566|NMAD|MW|114.375|100|Z044|S1|H07
S00567|NMAD|MW|123.70800000000001|100|Z044|S1|H08
S00568|NMAD|MW|133.407|100|Z044|S1|H09
S00569|NMAD|MW|143.472|100|Z044|S1|H10
S00570|NMAD|MW|153.90300000000002|100|Z044|S1|H11
S00571|NMAD|MW|164.70000000000002|100|Z044|S1|H12
S00572|NMAD|MW|175.863|100|Z044|S1|H13
S00573|NMAD|MW|66.063|1900|Z045|S1|H01
S00574|NMAD|MW|73.2|100|Z045|S1|H02
S00575|NMAD|MW|80.703|100|Z045|S1|H03
S00576|NMAD|MW|88.572|100|Z045|S1|H04
S00577|NMAD|MW|96.807|100|Z045|S1|H05
S00578|NMAD|MW|105.408|100|Z045|S1|H06
S00579|NMAD|MW|114.375|100|Z045|S1|H07
S00580|NMAD|MW|123.70800000000001|100|Z045|S1|H08
S00581|NMAD|MW|133.407|100|Z045|S1|H09
S00582|NMAD|MW|143.472|100|Z045|S1|H10
S00583|NMAD|MW|153.90300000000002|100|Z045|S1|H11
S00584|NMAD|MW|164.70000000000002|100|Z045|S1|H12
S00585|NMAD|MW|175.863|100|Z045|S1|H13
S00586|NMAD|MW|66.063|1900|Z046|S1|H01
S00587|NMAD|MW|73.2|100|Z046|S1|H02
S00588|NMAD|MW|80.703|100|Z046|S1|H03
S00589|NMAD|MW|88.572|100|Z046|S1|H04
S00590|NMAD|MW|96.807|100|Z046|S1|H05
S00591|NMAD|MW|105.408|100|Z046|S1|H06
S00592|NMAD|MW|114.375|100|Z046|S1|H07
S00593|NMAD|MW|123.70800000000001|100|Z046|S1|H08
S00594|NMAD|MW|133.407|100|Z046|S1|H09
S00595|NMAD|MW|143.472|100|Z046|S1|H10
S00596|NMAD|MW|153.90300000000002|100|Z046|S1|H11
S00597|NMAD|MW|164.70000000000002|100|Z046|S1|H12
S00598|NMAD|MW|175.863|100|Z046|S1|H13
S00599|NMAD|MW|66.063|1900|Z047|S1|H01
S00600|NMAD|MW|73.2|100|Z047|S1|H02
S00601|NMAD|MW|80.703|100|Z047|S1|H03
S00602|NMAD|MW|88.572|100|Z047|S1|H04
S00603|NMAD|MW|96.807|100|Z047|S1|H05
S00604|NMAD|MW|105.408|100|Z047|S1|H06
S00605|NMAD|MW|114.375|100|Z047|S1|H07
S00606|NMAD|MW|123.70800000000001|100|Z047|S1|H08
S00607|NMAD|MW|133.407|100|Z047|S1|H09
S00608|NMAD|MW|143.472|100|Z047|S1|H10
S00609|NMAD|MW|153.90300000000002|100|Z047|S1|H11
S00610|NMAD|MW|164.70000000000002|100|Z047|S1|H12
S00611|NMAD|MW|175.863|100|Z047|S1|H13
S00612|NMAD|MW|66.063|1900|Z048|S1|H01
S00613|NMAD|MW|73.2|100|Z048|S1|H02
S00614|NMAD|MW|80.703|100|Z048|S1|H03
S00615|NMAD|MW|88.572|100|Z048|S1|H04
S00616|NMAD|MW|96.807|100|Z048|S1|H05
S00617|NMAD|MW|105.408|100|Z048|S1|H06
S00618|NMAD|MW|114.375|100|Z048|S1|H07
S00619|NMAD|MW|123.70800000000001|100|Z048|S1|H08
S00620|NMAD|MW|133.407|100|Z048|S1|H09
S00621|NMAD|MW|143.472|100|Z048|S1|H10
S00622|NMAD|MW|153.90300000000002|100|Z048|S1|H11
S00623|NMAD|MW|164.70000000000002|100|Z048|S1|H12
S00624|NMAD|MW|175.863|100|Z048|S1|H13
S00625|NMAD|MW|66.063|1900|Z049|S1|H01
S00626|NMAD|MW|73.2|100|Z049|S1|H02
S00627|NMAD|MW|80.703|100|Z049|S1|H03
S00628|NMAD|MW|88.572|100|Z049|S1|H04
S00629|NMAD|MW|96.807|100|Z049|S1|H05
S00630|NMAD|MW|105.408|100|Z049|S1|H06
S00631|NMAD|MW|114.375|100|Z049|S1|H07
S00632|NMAD|MW|123.70800000000001|100|Z049|S1|H08
S00633|NMAD|MW|133.407|100|Z049|S1|H09
S00634|NMAD|MW|143.472|100|Z049|S1|H10
S00635|NMAD|MW|153.90300000000002|100|Z049|S1|H11
S00636|NMAD|MW|164.70000000000002|100|Z049|S1|H12
S00637|NMAD|MW|175.863|100|Z049|S1|H13
S00638|NMAD|MW|66.063|1900|Z050|S1|H01
S00639|NMAD|MW|73.2|100|Z050|S1|H02
S00640|NMAD|MW|80.703|100|Z050|S1|H03
S00641|NMAD|MW|88.572|100|Z050|S1|H04
S00642|NMAD|MW|96.807|100|Z050|S1|H05
S00643|NMAD|MW|105.408|100|Z050|S1|H06
S00644|NMAD|MW|114.375|100|Z050|S1|H07
S00645|NMAD|MW|123.70800000000001|100|Z050|S1|H08
S00646|NMAD|MW|133.407|100|Z050|S1|H09
S00647|NMAD|MW|143.472|100|Z050|S1|H10
S00648|NMAD|MW|153.90300000000002|100|Z050|S1|H11
S00649|NMAD|MW|164.70000000000002|100|Z050|S1|H12
S00650|NMAD|MW|175.863|100|Z050|S1|H13
S00651|NMAD|MW|66.063|1900|Z051|S1|H01
S00652|NMAD|MW|73.2|100|Z051|S1|H02
S00653|NMAD|MW|80.703|100|Z051|S1|H03
S00654|NMAD|MW|88.572|100|Z051|S1|H04
S00655|NMAD|MW|96.807|100|Z051|S1|H05
S00656|NMAD|MW|105.408|100|Z051|S1|H06
S00657|NMAD|MW|114.375|100|Z051|S1|H07
S00658|NMAD|MW|123.70800000000001|100|Z051|S1|H08
S00659|NMAD|MW|133.407|100|Z051|S1|H09
S00660|NMAD|MW|143.472|100|Z051|S1|H10
S00661|NMAD|MW|153.90300000000002|100|Z051|S1|H11
S00662|NMAD|MW|164.70000000000002|100|Z051|S1|H12
S00663|NMAD|MW|175.863|100|Z051|S1|H13
S00664|NMAD|MW|66.063|1900|Z052|S1|H01
S00665|NMAD|MW|73.2|100|Z052|S1|H02
S00666|NMAD|MW|80.703|100|Z052|S1|H03
S00667|NMAD|MW|88.572|100|Z052|S1|H04
S00668|NMAD|MW|96.807|100|Z052|S1|H05
S00669|NMAD|MW|105.408|100|Z052|S1|H06
S00670|NMAD|MW|114.375|100|Z052|S1|H07
S00671|NMAD|MW|123.70800000000001|100|Z052|S1|H08
S00672|NMAD|MW|133.407|100|Z052|S1|H09
S00673|NMAD|MW|143.472|100|Z052|S1|H10
S00674|NMAD|MW|153.90300000000002|100|Z052|S1|H11
S00675|NMAD|MW|164.70000000000002|100|Z052|S1|H12
S00676|NMAD|MW|175.863|100|Z052|S1|H13
S00677|NMAD|MW|66.063|1900|Z053|S1|H01
S00678|NMAD|MW|73.2|100|Z053|S1|H02
S00679|NMAD|MW|80.703|100|Z053|S1|H03
S00680|NMAD|MW|88.572|100|Z053|S1|H04
S00681|NMAD|MW|96.807|100|Z053|S1|H05
S00682|NMAD|MW|105.408|100|Z053|S1|H06
S00683|NMAD|MW|114.375|100|Z053|S1|H07
S00684|NMAD|MW|123.70800000000001|100|Z053|S1|H08
S00685|NMAD|MW|133.407|100|Z053|S1|H09
S00686|NMAD|MW|143.472|100|Z053|S1|H10
S00687|NMAD|MW|153.90300000000002|100|Z053|S1|H11
S00688|NMAD|MW|164.70000000000002|100|Z053|S1|H12
S00689|NMAD|MW|175.863|100|Z053|S1|H13
S00690|NMAD|MW|66.063|1900|Z054|S1|H01
S00691|NMAD|MW|73.2|100|Z054|S1|H02
S00692|NMAD|MW|80.703|100|Z054|S1|H03
S00693|NMAD|MW|88.572|100|Z054|S1|H04
S00694|NMAD|MW|96.807|100|Z054|S1|H05
S00695|NMAD|MW|105.408|100|Z054|S1|H06
S00696|NMAD|MW|114.375|100|Z054|S1|H07
S00697|NMAD|MW|123.70800000000001|100|Z054|S1|H08
S00698|NMAD|MW|133.407|100|Z054|S1|H09
S00699|NMAD|MW|143.472|100|Z054|S1|H10
S00700|NMAD|MW|153.90300000000002|100|Z054|S1|H11
S00701|NMAD|MW|164.70000000000002|100|Z054|S1|H12
S00702|NMAD|MW|175.863|100|Z054|S1|H13
S00703|NMAD|MW|66.063|1900|Z055|S1|H01
S00704|NMAD|MW|73.2|100|Z055|S1|H02
S00705|NMAD|MW|80.703|100|Z055|S1|H03
S00706|NMAD|MW|88.572|100|Z055|S1|H04
S00707|NMAD|MW|96.807|100|Z055|S1|H05
S00708|NMAD|MW|105.408|100|Z055|S1|H06
S00709|NMAD|MW|114.375|100|Z055|S1|H07
S00710|NMAD|MW|123.70800000000001|100|Z055|S1|H08
S00711|NMAD|MW|133.407|100|Z055|S1|H09
S00712|NMAD|MW|143.472|100|Z055|S1|H10
S00713|NMAD|MW|153.90300000000002|100|Z055|S1|H11
S00714|NMAD|MW|164.70000000000002|100|Z055|S1|H12
S00715|NMAD|MW|175.863|100|Z055|S1|H13
S00716|NMAD|MW|66.063|1900|Z056|S1|H01
S00717|NMAD|MW|73.2|100|Z056|S1|H02
S00718|NMAD|MW|80.703|100|Z056|S1|H03
S00719|NMAD|MW|88.572|100|Z056|S1|H04
S00720|NMAD|MW|96.807|100|Z056|S1|H05
S00721|NMAD|MW|105.408|100|Z056|S1|H06
S00722|NMAD|MW|114.375|100|Z056|S1|H07
S00723|NMAD|MW|123.70800000000001|100|Z056|S1|H08
S00724|NMAD|MW|133.407|100|Z056|S1|H09
S00725|NMAD|MW|143.472|100|Z056|S1|H10
S00726|NMAD|MW|153.90300000000002|100|Z056|S1|H11
S00727|NMAD|MW|164.70000000000002|100|Z056|S1|H12
S00728|NMAD|MW|175.863|100|Z056|S1|H13
S00729|NMAD|MW|66.063|1900|Z057|S1|H01
S00730|NMAD|MW|73.2|100|Z057|S1|H02
S00731|NMAD|MW|80.703|100|Z057|S1|H03
S00732|NMAD|MW|88.572|100|Z057|S1|H04
S00733|NMAD|MW|96.807|100|Z057|S1|H05
S00734|NMAD|MW|105.408|100|Z057|S1|H06
S00735|NMAD|MW|114.375|100|Z057|S1|H07
S00736|NMAD|MW|123.70800000000001|100|Z057|S1|H08
S00737|NMAD|MW|133.407|100|Z057|S1|H09
S00738|NMAD|MW|143.472|100|Z057|S1|H10
S00739|NMAD|MW|153.90300000000002|100|Z057|S1|H11
S00740|NMAD|MW|164.70000000000002|100|Z057|S1|H12
S00741|NMAD|MW|175.863|100|Z057|S1|H13
S00742|NMAD|MW|66.063|1900|Z058|S1|H01
S00743|NMAD|MW|73.2|100|Z058|S1|H02
S00744|NMAD|MW|80.703|100|Z058|S1|H03
S00745|NMAD|MW|88.572|100|Z058|S1|H04
S00746|NMAD|MW|96.807|100|Z058|S1|H05
S00747|NMAD|MW|105.408|100|Z058|S1|H06
S00748|NMAD|MW|114.375|100|Z058|S1|H07
S00749|NMAD|MW|123.70800000000001|100|Z058|S1|H08
S00750|NMAD|MW|133.407|100|Z058|S1|H09
S00751|NMAD|MW|143.472|100|Z058|S1|H10
S00752|NMAD|MW|153.90300000000002|100|Z058|S1|H11
S00753|NMAD|MW|164.70000000000002|100|Z058|S1|H12
S00754|NMAD|MW|175.863|100|Z058|S1|H13
S00755|NMAD|MW|66.063|1900|Z059|S1|H01
S00756|NMAD|MW|73.2|100|Z059|S1|H02
S00757|NMAD|MW|80.703|100|Z059|S1|H03
S00758|NMAD|MW|88.572|100|Z059|S1|H04
S00759|NMAD|MW|96.807|100|Z059|S1|H05
S00760|NMAD|MW|105.408|100|Z059|S1|H06
S00761|NMAD|MW|114.375|100|Z059|S1|H07
S00762|NMAD|MW|123.70800000000001|100|Z059|S1|H08
S00763|NMAD|MW|133.407|100|Z059|S1|H09
S00764|NMAD|MW|143.472|100|Z059|S1|H10
S00765|NMAD|MW|153.90300000000002|100|Z059|S1|H11
S00766|NMAD|MW|164.70000000000002|100|Z059|S1|H12
S00767|NMAD|MW|175.863|100|Z059|S1|H13
S00768|NMAD|MW|66.063|1900|Z060|S1|H01
S00769|NMAD|MW|73.2|100|Z060|S1|H02
S00770|NMAD|MW|80.703|100|Z060|S1|H03
S00771|NMAD|MW|88.572|100|Z060|S1|H04
S00772|NMAD|MW|96.807|100|Z060|S1|H05
S00773|NMAD|MW|105.408|100|Z060|S1|H06
S00774|NMAD|MW|114.375|100|Z060|S1|H07
S00775|NMAD|MW|123.70800000000001|100|Z060|S1|H08
S00776|NMAD|MW|133.407|100|Z060|S1|H09
S00777|NMAD|MW|143.472|100|Z060|S1|H10
S00778|NMAD|MW|153.90300000000002|100|Z060|S1|H11
S00779|NMAD|MW|164.70000000000002|100|Z060|S1|H12
S00780|NMAD|MW|175.863|100|Z060|S1|H13
S00781|NMAD|MW|66.063|1900|Z061|S1|H01
S00782|NMAD|MW|73.2|100|Z061|S1|H02
S00783|NMAD|MW|80.703|100|Z061|S1|H03
S00784|NMAD|MW|88.572|100|Z061|S1|H04
S00785|NMAD|MW|96.807|100|Z061|S1|H05
S00786|NMAD|MW|105.408|100|Z061|S1|H06
S00787|NMAD|MW|114.375|100|Z061|S1|H07
S00788|NMAD|MW|123.70800000000001|100|Z061|S1|H08
S00789|NMAD|MW|133.407|100|Z061|S1|H09
S00790|NMAD|MW|143.472|100|Z061|S1|H10
S00791|NMAD|MW|153.90300000000002|100|Z061|S1|H11
S00792|NMAD|MW|164.70000000000002|100|Z061|S1|H12
S00793|NMAD|MW|175.863|100|Z061|S1|H13
S00794|NMAD|MW|66.063|1900|Z062|S1|H01
S00795|NMAD|MW|73.2|100|Z062|S1|H02
S00796|NMAD|MW|80.703|100|Z062|S1|H03
S00797|NMAD|MW|88.572|100|Z062|S1|H04
S00798|NMAD|MW|96.807|100|Z062|S1|H05
S00799|NMAD|MW|105.408|100|Z062|S1|H06
S00800|NMAD|MW|114.375|100|Z062|S1|H07
S00801|NMAD|MW|123.70800000000001|100|Z062|S1|H08
S00802|NMAD|MW|133.407|100|Z062|S1|H09
S00803|NMAD|MW|143.472|100|Z062|S1|H10
S00804|NMAD|MW|153.90300000000002|100|Z062|S1|H11
S00805|NMAD|MW|164.70000000000002|100|Z062|S1|H12
S00806|NMAD|MW|175.863|100|Z062|S1|H13
S00807|NMAD|MW|66.063|1900|Z063|S1|H01
S00808|NMAD|MW|73.2|100|Z063|S1|H02
S00809|NMAD|MW|80.703|100|Z063|S1|H03
S00810|NMAD|MW|88.572|100|Z063|S1|H04
S00811|NMAD|MW|96.807|100|Z063|S1|H05
S00812|NMAD|MW|105.408|100|Z063|S1|H06
S00813|NMAD|MW|114.375|100|Z063|S1|H07
S00814|NMAD|MW|123.70800000000001|100|Z063|S1|H08
S00815|NMAD|MW|133.407|100|Z063|S1|H09
S00816|NMAD|MW|143.472|100|Z063|S1|H10
S00817|NMAD|MW|153.90300000000002|100|Z063|S1|H11
S00818|NMAD|MW|164.70000000000002|100|Z063|S1|H12
S00819|NMAD|MW|175.863|100|Z063|S1|H13
S00820|NMAD|MW|66.063|1900|Z064|S1|H01
S00821|NMAD|MW|73.2|100|Z064|S1|H02
S00822|NMAD|MW|80.703|100|Z064|S1|H03
S00823|NMAD|MW|88.572|100|Z064|S1|H04
S00824|NMAD|MW|96.807|100|Z064|S1|H05
S00825|NMAD|MW|105.408|100|Z064|S1|H06
S00826|NMAD|MW|114.375|100|Z064|S1|H07
S00827|NMAD|MW|123.70800000000001|100|Z064|S1|H08
S00828|NMAD|MW|133.407|100|Z064|S1|H09
S00829|NMAD|MW|143.472|100|Z064|S1|H10
S00830|NMAD|MW|153.90300000000002|100|Z064|S1|H11
S00831|NMAD|MW|164.70000000000002|100|Z064|S1|H12
S00832|NMAD|MW|175.863|100|Z064|S1|H13
S00833|NMAD|MW|66.063|1900|Z065|S1|H01
S00834|NMAD|MW|73.2|100|Z065|S1|H02
S00835|NMAD|MW|80.703|100|Z065|S1|H03
S00836|NMAD|MW|88.572|100|Z065|S1|H04
S00837|NMAD|MW|96.807|100|Z065|S1|H05
S00838|NMAD|MW|105.408|100|Z065|S1|H06
S00839|NMAD|MW|114.375|100|Z065|S1|H07
S00840|NMAD|MW|123.70800000000001|100|Z065|S1|H08
S00841|NMAD|MW|133.407|100|Z065|S1|H09
S00842|NMAD|MW|143.472|100|Z065|S1|H10
S00843|NMAD|MW|153.90300000000002|100|Z065|S1|H11
S00844|NMAD|MW|164.70000000000002|100|Z065|S1|H12
S00845|NMAD|MW|175.863|100|Z065|S1|H13
S00846|NMAD|MW|66.063|1900|Z066|S1|H01
S00847|NMAD|MW|73.2|100|Z066|S1|H02
S00848|NMAD|MW|80.703|100|Z066|S1|H03
S00849|NMAD|MW|88.572|100|Z066|S1|H04
S00850|NMAD|MW|96.807|100|Z066|S1|H05
S00851|NMAD|MW|105.408|100|Z066|S1|H06
S00852|NMAD|MW|114.375|100|Z066|S1|H07
S00853|NMAD|MW|123.70800000000001|100|Z066|S1|H08
S00854|NMAD|MW|133.407|100|Z066|S1|H09
S00855|NMAD|MW|143.472|100|Z066|S1|H10
S00856|NMAD|MW|153.90300000000002|100|Z066|S1|H11
S00857|NMAD|MW|164.70000000000002|100|Z066|S1|H12
S00858|NMAD|MW|175.863|100|Z066|S1|H13
S00859|NMAD|MW|66.063|1900|Z067|S1|H01
S00860|NMAD|MW|73.2|100|Z067|S1|H02
S00861|NMAD|MW|80.703|100|Z067|S1|H03
S00862|NMAD|MW|88.572|100|Z067|S1|H04
S00863|NMAD|MW|96.807|100|Z067|S1|H05
S00864|NMAD|MW|105.408|100|Z067|S1|H06
S00865|NMAD|MW|114.375|100|Z067|S1|H07
S00866|NMAD|MW|123.70800000000001|100|Z067|S1|H08
S00867|NMAD|MW|133.407|100|Z067|S1|H09
S00868|NMAD|MW|143.472|100|Z067|S1|H10
S00869|NMAD|MW|153.90300000000002|100|Z067|S1|H11
S00870|NMAD|MW|164.70000000000002|100|Z067|S1|H12
S00871|NMAD|MW|175.863|100|Z067|S1|H13
S00872|NMAD|MW|66.063|1900|Z068|S1|H01
S00873|NMAD|MW|73.2|100|Z068|S1|H02
S00874|NMAD|MW|80.703|100|Z068|S1|H03
S00875|NMAD|MW|88.572|100|Z068|S1|H04
S00876|NMAD|MW|96.807|100|Z068|S1|H05
S00877|NMAD|MW|105.408|100|Z068|S1|H06
S00878|NMAD|MW|114.375|100|Z068|S1|H07
S00879|NMAD|MW|123.70800000000001|100|Z068|S1|H08
S00880|NMAD|MW|133.407|100|Z068|S1|H09
S00881|NMAD|MW|143.472|100|Z068|S1|H10
S00882|NMAD|MW|153.90300000000002|100|Z068|S1|H11
S00883|NMAD|MW|164.70000000000002|100|Z068|S1|H12
S00884|NMAD|MW|175.863|100|Z068|S1|H13
S00885|NMAD|MW|66.063|1900|Z069|S1|H01
S00886|NMAD|MW|73.2|100|Z069|S1|H02
S00887|NMAD|MW|80.703|100|Z069|S1|H03
S00888|NMAD|MW|88.572|100|Z069|S1|H04
S00889|NMAD|MW|96.807|100|Z069|S1|H05
S00890|NMAD|MW|105.408|100|Z069|S1|H06
S00891|NMAD|MW|114.375|100|Z069|S1|H07
S00892|NMAD|MW|123.70800000000001|100|Z069|S1|H08
S00893|NMAD|MW|133.407|100|Z069|S1|H09
S00894|NMAD|MW|143.472|100|Z069|S1|H10
S00895|NMAD|MW|153.90300000000002|100|Z069|S1|H11
S00896|NMAD|MW|164.70000000000002|100|Z069|S1|H12
S00897|NMAD|MW|175.863|100|Z069|S1|H13
S00898|NMAD|MW|66.063|1900|Z070|S1|H01
S00899|NMAD|MW|73.2|100|Z070|S1|H02
S00900|NMAD|MW|80.703|100|Z070|S1|H03
S00901|NMAD|MW|88.572|100|Z070|S1|H04
S00902|NMAD|MW|96.807|100|Z070|S1|H05
S00903|NMAD|MW|105.408|100|Z070|S1|H06
S00904|NMAD|MW|114.375|100|Z070|S1|H07
S00905|NMAD|MW|123.70800000000001|100|Z070|S1|H08
S00906|NMAD|MW|133.407|100|Z070|S1|H09
S00907|NMAD|MW|143.472|100|Z070|S1|H10
S00908|NMAD|MW|153.90300000000002|100|Z070|S1|H11
S00909|NMAD|MW|164.70000000000002|100|Z070|S1|H12
S00910|NMAD|MW|175.863|100|Z070|S1|H13
S00911|NMAD|MW|66.063|1900|Z071|S1|H01
S00912|NMAD|MW|73.2|100|Z071|S1|H02
S00913|NMAD|MW|80.703|100|Z071|S1|H03
S00914|NMAD|MW|88.572|100|Z071|S1|H04
S00915|NMAD|MW|96.807|100|Z071|S1|H05
S00916|NMAD|MW|105.408|100|Z071|S1|H06
S00917|NMAD|MW|114.375|100|Z071|S1|H07
S00918|NMAD|MW|123.70800000000001|100|Z071|S1|H08
S00919|NMAD|MW|133.407|100|Z071|S1|H09
S00920|NMAD|MW|143.472|100|Z071|S1|H10
S00921|NMAD|MW|153.90300000000002|100|Z071|S1|H11
S00922|NMAD|MW|164.70000000000002|100|Z071|S1|H12
S00923|NMAD|MW|175.863|100|Z071|S1|H13
S00924|NMAD|MW|66.063|1900|Z072|S1|H01
S00925|NMAD|MW|73.2|100|Z072|S1|H02
S00926|NMAD|MW|80.703|100|Z072|S1|H03
S00927|NMAD|MW|88.572|100|Z072|S1|H04
S00928|NMAD|MW|96.807|100|Z072|S1|H05
S00929|NMAD|MW|105.408|100|Z072|S1|H06
S00930|NMAD|MW|114.375|100|Z072|S1|H07
S00931|NMAD|MW|123.70800000000001|100|Z072|S1|H08
S00932|NMAD|MW|133.407|100|Z072|S1|H09
S00933|NMAD|MW|143.472|100|Z072|S1|H10
S00934|NMAD|MW|153.90300000000002|100|Z072|S1|H11
S00935|NMAD|MW|164.70000000000002|100|Z072|S1|H12
S00936|NMAD|MW|175.863|100|Z072|S1|H13
S00937|NMAD|MW|66.063|1900|Z073|S1|H01
S00938|NMAD|MW|73.2|100|Z073|S1|H02
S00939|NMAD|MW|80.703|100|Z073|S1|H03
S00940|NMAD|MW|88.572|100|Z073|S1|H04
S00941|NMAD|MW|96.807|100|Z073|S1|H05
S00942|NMAD|MW|105.408|100|Z073|S1|H06
S00943|NMAD|MW|114.375|100|Z073|S1|H07
S00944|NMAD|MW|123.70800000000001|100|Z073|S1|H08
S00945|NMAD|MW|133.407|100|Z073|S1|H09
S00946|NMAD|MW|143.472|100|Z073|S1|H10
S00947|NMAD|MW|153.90300000000002|100|Z073|S1|H11
S00948|NMAD|MW|164.70000000000002|100|Z073|S1|H12
S00949|NMAD|MW|175.863|100|Z073|S1|H13
S00950|NMAD|MW|66.063|1900|Z074|S1|H01
S00951|NMAD|MW|73.2|100|Z074|S1|H02
S00952|NMAD|MW|80.703|100|Z074|S1|H03
S00953|NMAD|MW|88.572|100|Z074|S1|H04
S00954|NMAD|MW|96.807|100|Z074|S1|H05
S00955|NMAD|MW|105.408|100|Z074|S1|H06
S00956|NMAD|MW|114.375|100|Z074|S1|H07
S00957|NMAD|MW|123.70800000000001|100|Z074|S1|H08
S00958|NMAD|MW|133.407|100|Z074|S1|H09
